  Denonimation,  Date creation,  Siege social,  Forme juridique,  Secteur d activite,  url,  Registre de commerce,  Capital
AGENCE IMMOBILIERE GAKOU SARL,10/08/2012,52 RUE FELIX FAURE DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/agence-immobiliere-gakou-sarl, SNDKR2012B11365,5000000
LA FLECHE COMMUNICATION MARKETING SARL,14/08/2012,DAKAR 105 BOULEVARD GENERAL...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/la-fleche-communication-marketing-sarl, SNDKR2012B11545,1000000
TECHNOFLUIDES SARL,09/08/2012,DAKAR CITE KEUR KHADIM 2...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/technofluides-sarl, SNDKR2012B11345,1000000
BKTRANS SENEGAL SARL,09/08/2012,DAKAR LIBERTE 5 N°5489 / 17477,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT,http://www.creationdentreprise.sn/bktrans-senegal-sarl, SNDKR2012B11349,1000000
DAKAR MATERIELS DE CONSTRUCTION ET DE TRANSPORT SARL - DMCT SARL,09/08/2012,DAKAR SICAP LIBERTE 4 VILLA N...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT,http://www.creationdentreprise.sn/dakar-materiels-de-construction-et-de-transport-sarl-dmct-sarl, SNDKR2012B11348,1000000
SOCIETE CIVILE IMMOBILIERE SOLEYA  MAMA SOLIDARITE,19/08/2012,DAKAR ECO VILLA HAMOSIS RUE...,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/societe-civile-immobiliere-soleya-mama-solidarite, BE N°1429/1 CASE 945,1000000
INSTITUT PRIVE DE FORMATION ET DE RECHERCHES MEDICALES DE DAKAR : INSTITUT DE MEDECINE PROFESSEUR SAMBA DIALLO SARL - IPFORMED -IMSD SARL,29/08/2012,DAKAR 181 SACRE COEUR 3 VDN...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/institut-prive-de-formation-et-de-recherches-medicales-de-dakar-institut-de-medecine-professeur, SNDKR2012B12141,1000000
LOULOU SARL,28/08/2012,PARCELLES ASSAINIES UNITE 10...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/loulou-sarl, SNDKR2012B12045,1000000
BIN-DIA CONSTRUCTIONS SUARL - B.D.C SUARL,29/08/2012,DAKAR NGOR VIRAGE RESIDENCE...,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/bin-dia-constructions-suarl-bdc-suarl, SNDKR2012B12140,1000000
FARY TECHNOLOGIES & COMMUNICATION SARL - F@RY TC SARL,27/08/2012,IMMEUBLE TOURE CITE COMICO 3...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/fary-technologies-communication-sarl-fry-tc-sarl, SNDKR2012B11928,1000000
HUNTER&#039;S FOOD SARL,28/08/2012,29 RUE FELIX FAURE DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/hunters-food-sarl, SNDKR2012B12048,10000000
SOCIETE DE BATIMENT MODERNE SARL,13/08/2012,DAKAR ALMADIES ZONE 15 LOT 16,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/societe-de-batiment-moderne-sarl, SNDKR2012B11475,1000000
GROUP SEN SET TOUBA DAROU KARIM SUARL,07/08/2012,DAKAR COLOBANE PARC A MAZOUTH...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/group-sen-set-touba-darou-karim-suarl, SNDKR2012B11186,1000000
MOBAM GROUP SARL,07/08/2012,DAKAR 92 RUE CARNOT,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/mobam-group-sarl, SNDKR2012B11183,1000000
MELI M@ILO INTERNATIONAL SARL,07/08/2012,DAKAR ILOT 8 HANN-MARISTES,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/meli-milo-international-sarl, SNDKR2012B11187,1000000
UPKAR MINERALS EXPORTS SENEGAL SARL,12/09/2012,DAKAR HANN MARISTES 1 VILLA N...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE EXTRACTIVE - MINES ET CARRIERES,http://www.creationdentreprise.sn/upkar-minerals-exports-senegal-sarl, SNDKR2012B12922,1000000
GREENROAD SHIPPING & LOGISTIC SARL,12/09/2012,DAKAR HANN MARISTE VILLA N°D...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/greenroad-shipping-logistic-sarl, SNDKR2012B12948,1000000
FENECON WEST AFRIKA SARL,06/09/2012,DAKAR 9377 SACRE COEUR 3,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/fenecon-west-afrika-sarl, SNDKR2012B12629,1000000
ABO SARL,11/09/2012,DAKAR SACRE COEUR 3 N°10036...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/abo-sarl, SNDKR2012B12887,1000000
ELEGANT TRADING SARL,14/09/2012,29 RUE MOUSSE DIOP,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/elegant-trading-sarl, SNDKR2012B13054,1000000
AFRIC GROWTH CONSULTING GROUP SARL - A.G.C.G. SARL,14/09/2012,POINT E IMPASSE UPIS / 45658,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/afric-growth-consulting-group-sarl-agcg-sarl, SNDKR2012B13055,1000000
C.I.B. SENEGAL - REFERENCE DISTRIBUTION SUARL,14/09/2012,DAKAR AVENUE BLAISE DIAGNE x...,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/cib-senegal-reference-distribution-suarl, SNDKR2012B13070,1000000
TRANSLOC INTERNATIONAL SUARL,14/09/2012,SICAP DIEUPPEUL 2 VILLA N°...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/transloc-international-suarl, SNDKR2012B13071,1000000
O & B SERVICES SARL,14/09/2012,OUAGOU NIAYES 2 PARCELLE N°225,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/o-b-services-sarl, SNDKR2012B13069,1000000
NTL SARL,14/09/2012,KM 7.5 ROUTE DE RUFISQUE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/ntl-sarl, SNDKR2012B13052,1000000
XËLU GROUP SARL,14/09/2012,31 RUE ABDOU KARIM BOURGI,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDITION / POLYGRAPHIQUE / IMPRIMERIE / PAPIERS-CARTON,http://www.creationdentreprise.sn/xelu-group-sarl, SNDKR2012B13072,1000000
IC2 SARL,14/09/2012,07 ROUTE DE L&#039;UNICEF...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE EXTRACTIVE - MINES ET CARRIERES,http://www.creationdentreprise.sn/ic2-sarl, SNDKR2012B13063,1000000
TEND AIR SARL,14/09/2012,CITE AFRICA OUAKAM VILLA N°17,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT,http://www.creationdentreprise.sn/tend-air-sarl, SNDKR2012B13062,10000000
UNIFORMS GOLD ET ACCESSOIRES C M SUARL,14/09/2012,QUARTIER DAROU SALAM 1 A...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/uniforms-gold-et-accessoires-c-m-suarl, SNDKR2012B13068,1000000
SOPRE TECHNOLOGIES SUARL,14/09/2012,CITE SIPRES 2 VILLA N°204,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/sopre-technologies-suarl, SNDKR2012B13067,1000000
PARAPHARMACIE BEAUTE & BIEN ETRE SARL,12/09/2012,VDN BANDE VERTE LOT N°65...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/parapharmacie-beaute-bien-etre-sarl, SNDKR2012B12947,1000000
FORMARECRUT SARL,11/09/2012,DAKAR SICAP AMITIE 1 VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/formarecrut-sarl, SNDKR2012B12888,1000000
SOLUTIONS ET PRESTATIONS TECHNOLOGIQUES SUARL - SO.PRE.TE SUARL,07/09/2012,DAKAR SICAP LIBERTE 1 VILLA N...,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/solutions-et-prestations-technologiques-suarl-soprete-suarl, SNDKR2012B12682,1000000
LYGOLD INTERNATIONAL SARL,11/09/2012,121 HANN VILLAGE DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/lygold-international-sarl, SNDKR2012B12890,1000000
K&M SARL,13/09/2012,DAKAR YOFF RHANRAR QUARTIER...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/km-sarl, SNDKR2012B12943,1000000
SOCIETE DE PRODUCTION ET DE DISTRIBUTION SARL,07/09/2012,KM 24 ROUTE DE RUFISQUE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/societe-de-production-et-de-distribution-sarl, SNDKR2012B12687,1000000
ECOLE PRIVEE CITE DIAMALAYE SARL - EPCD SARL,07/09/2012,DAKAR DIAMALAYE VILLA N°134E,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/ecole-privee-cite-diamalaye-sarl-epcd-sarl, SNDKR2012B12683,1000000
HAMMER SENEGAL SUARL,07/09/2012,SACRE COEUR 3 PYROTECHNIE...,S.U.A.R.L,COMMUNICATION,http://www.creationdentreprise.sn/hammer-senegal-suarl, SNDKR2012B12681,1000000
OMNIS SARL,07/09/2012,DAKAR NORD FOIRE CITE DAKAR...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/omnis-sarl, SNDKR2012B12690,1000000
AFRICAN BUSINESS TRADING SARL - ABT SARL,07/09/2012,DAKAR YOFF CITE ALIA DIENE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/african-business-trading-sarl-abt-sarl, SNDKR2012B12685,1500000
BAMBA PRODUCTION SARL,07/09/2012,SICAP DIEUPPEUL 3 VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE CULTURELLE,http://www.creationdentreprise.sn/bamba-production-sarl, SNDKR2012B12678,1000000
UBBI CONSULTING SARL,07/09/2012,HANN MARISTE ROUTE DES...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/ubbi-consulting-sarl, SNDKR2012B12677,2000000
MARA ISON TECHNOLOGIES SENEGAL SUARL,06/09/2012,BOULEVARD DE LA REPUBLIQUE...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/mara-ison-technologies-senegal-suarl, SNDKR2012B12635,1000000
LA HAUT COMMUNICATION SUARL,14/09/2012,63 RUE AMADOU ASSANE NDOYE,S.U.A.R.L,COMMUNICATION,http://www.creationdentreprise.sn/la-haut-communication-suarl, SNDKR2012B13064,1000000
HCB SUARL,14/09/2012,58 RUE NGALANDOU DIOUF,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/hcb-suarl, SNDKR2012B13065,1000000
INSTITUTE OF MANAGEMENT & COMPUTER ACCOUNTING SUARL - I.M.C.A SUARL,06/09/2012,DAKAR SICAP MERMOZ VILLA N°...,S.U.A.R.L,EDUCATION - FORMATION,http://www.creationdentreprise.sn/institute-management-computer-accounting-suarl-imca-suarl, SNDKR2012B12628,1000000
TRIPLE A SARL,07/09/2012,UPOA - ROUTE DE NGOR ALMADIES...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/triple-sarl, SNDKR2012B12676,1000000
GROUPE DARE-DARE SARL  - CAR-RAPIDE ET SBIH SARL,07/09/2012,180  APPARTEMENT N°12...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/groupe-dare-dare-sarl-car-rapide-et-sbih-sarl, SNDKR2012B12688,1000000
EUROPEAN BUILDING SERVICES SARL,07/09/2012,DAKAR GOLF SUD N°116/E,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/european-building-services-sarl, SNDKR2012B12679,1000000
SEINEGU INSTALLATIONS SARL,06/09/2012,PARCELLES ASSAINIES UNITE 8 N...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/seinegu-installations-sarl, SNDKR2012B12637,1000000
SERVICISS SARL,06/09/2012,SODIDA LOT N°1 DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/serviciss-sarl, SNDKR2012B12631,1000000
LEKÊT SARL,14/09/2012,ALMADIES ROUTE DU MERIDIEN...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/leket-sarl, SNDKR2012B13061,1000000
AUX MILLE ET UNE PÂTES SARL,14/09/2012,ROUTE DE NGOR LES ALMADIES (...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/aux-mille-et-une-pates-sarl, SNDKR2012B13056,1000000
D&#039;KAAZ SUR MER SUARL - D&#039;KAAZ SUARL,14/09/2012,CITE ISRA BEL AIR VILLA N°01,S.U.A.R.L,RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/dkaaz-sur-mer-suarl-dkaaz-suarl, SNDKR2012B13057,1000000
MATT SARL,11/09/2012,DAKAR 106 AVENUE PEYTAVIN,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/matt-sarl, SNDKR2012B12819,1000000
HABITAT CONSTRUCTIONS ET SERVICES SARL - H.C.S. SARL,30/08/2012,SACRE COEUR 3 MONTAGNE VILLA...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/habitat-constructions-et-services-sarl-hcs-sarl, SNDKR2012B12196,1000000
PACKPRINT SENEGAL SUARL,22/08/2012,OUEST FOIRE CITE DELMAS N°167...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/packprint-senegal-suarl, SNDKR2012B11779,1000000
GESVIMA SENEGAL SUARL,11/09/2012,VILLA N°53 LOT O HANN...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/gesvima-senegal-suarl, SNDKR2012B12822,1000000
GALET KOSSETTE SARL,11/09/2012,DAKAR 190 HLM GRAND YOFF ZONE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/galet-kossette-sarl, SNDKR2012B12818,1500000
ARAB SERVICES SENEGAL SARL,07/06/2012,IMMEUBLE FAHD 14 EME ATGE N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT,http://www.creationdentreprise.sn/arab-services-senegal-sarl, SNDKR2012B7727,1000000
INAUGURE HOSPITALITY WA SARL,07/09/2012,DAKAR 06 AVENUE FRANKLIN...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/inaugure-hospitality-wa-sarl, SNDKR2012B7728,1000000
SUNU AGRO SA,07/09/2012,DAKAR AVENUE CHEIKH AHMADOU...,SOCIETE ANONYME (S.A),COMMERCE,http://www.creationdentreprise.sn/sunu-agro-sa, SNDKR2012B12680,1000000
MALICK ALEXIS CODJIA SOW SARL - MALCOS GROUP SARL,11/09/2012,DAKAR SACRE COEUR 3 VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/malick-alexis-codjia-sow-sarl-malcos-group-sarl, SNDKR2012B12821,1000000
BUSINESS VALUE SOLUTIONS SUARL - BVS SUARL,11/09/2012,DAKAR IMMEUBLE LA ROTONDE RUE...,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/business-value-solutions-suarl-bvs-suarl, SNDKR2012B12820,10000000
CBS - TRADING SA,11/09/2012,3 BOULEVARD DJILY MBAYE...,SOCIETE ANONYME (S.A),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/cbs-trading-sa, SNDKR2012B12823,28000000
M.M INTERNATIONAL SARL,22/08/2012,HANN MARISTE 2 IMMEUBLE Q/43,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/mm-international-sarl, SNDKR2012B11780,1000000
SENEGAL ELECTRONICS MULTIMEDIA SARL,30/08/2012,DAKAR 65 ROUTE DU FRONT DE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/senegal-electronics-multimedia-sarl, SNDKR2012B12193,5000000
COMPAGNIE INDUSTRIELLE DE BIOCOMBUSTIBLE DU SENEGAL SARL - CIBS SARL,30/08/2012,RUE 11 x 6 MEDINA DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE MANUFACTURIERE,http://www.creationdentreprise.sn/compagnie-industrielle-de-biocombustible-du-senegal-sarl-cibs-sarl, SNDKR2012B12201,1000000
AUTOMOTIVE PARK SA,30/08/2012,DAKAR LOT 13 SIPRES 4 OUEST...,SOCIETE ANONYME (S.A),COMMERCE,http://www.creationdentreprise.sn/automotive-park-sa, SNDKR2012B12198,10000000
BOULANGERIE PATISSERIE AÏCHA SARL - B.P.A. SARL,30/08/2012,DAKAR HAMO GRAND YOFF N°S 40,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/boulangerie-patisserie-aicha-sarl-bpa-sarl, SNDKR2012B12202,1000000
EXOTIC PRIMEUR SARL - EXOPRIM SARL,30/08/2012,DAKAR KM 1 ROUTE DE CAMBERENE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/exotic-primeur-sarl-exoprim-sarl, SNDKR2012B12199,1000000
CYB CONSULTING SUARL,30/08/2012,DAKAR PROVISOIREMENT 13-15...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/cyb-consulting-suarl, SNDKR2012B12200,1000000
CREDESENS SARL,30/08/2012,DAKAR 4 RUE KLEBER,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDITION / POLYGRAPHIQUE / IMPRIMERIE / PAPIERS-CARTON,http://www.creationdentreprise.sn/credesens-sarl, SNDKR2012B12194,1000000
PÊCHERIE DU SINE SALOUM SARL,30/08/2012,DAKAR QUAI DE PECHE MOLE 10,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PECHE,http://www.creationdentreprise.sn/pecherie-du-sine-saloum-sarl, SNDKR2012B12195,1000000
2IRIS SARL,30/08/2012,DAKAR LIBERTE 6 EXTENSION...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/2iris-sarl, SNDKR2012B12197,1000000
COACHING POINT SARL,04/09/2012,DAKAR LIBERTE 6 EXTENSION...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/coaching-point-sarl, SNDKR2012B12420,1000000
AGRO INDUSTRY SENEGAL SARL - AIS SARL,06/09/2012,RESIDENCE DE LA PAIX N°901 B...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/agro-industry-senegal-sarl-ais-sarl, SNDKR2012B12636,1000000
LAB PRINT AND INTERNATIONAL SARL,07/09/2012,DAKAR DIEUPPEUL 2 N°2399 D,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/lab-print-and-international-sarl, SNDKR2012B12674,4000000
IVOIRE FOOD IMPORT-EXPORT SARL,07/09/2012,DAKAR IMMEUBLE MACHALLAH FACE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/ivoire-food-import-export-sarl, SNDKR2012B12675,1000000
SF INNOVATION AFRIQUE SARL - SFI SARL,03/09/2012,DAKAR 9  RUE DIAL DIOP x...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/sf-innovation-afrique-sarl-sfi-sarl, SNDKR2012B12341,1000000
SENEGAL EQUIP ELECTRONICS ET PRESTATIONS SARL - SENEGAL EQUIP ELECTRONICS,03/09/2012,DAKAR SICAP BAOBABS VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/senegal-equip-electronics-et-prestations-sarl-senegal-equip-electronics, SNDKR2012B12345,1000000
BANDAFASSI SARL,03/09/2012,DAKAR CITE BIAGUI VILLA N°06,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/bandafassi-sarl, SNDKR2012B12348,1000000
SCREEN DESIGN SARL,31/08/2012,DAKAR HLM 5 N°2269,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/screen-design-sarl, SNDKR2012B12242,1000000
SOCIET DE PRESTATIONS INDUSTRIELLES SARL - S.P.I. SARL,31/08/2012,DAKAR STELE MERMOZ COTE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE METALLURGIQUE / SIDERURGIQUE,http://www.creationdentreprise.sn/societ-de-prestations-industrielles-sarl-spi-sarl, SNDKR2012B12239,1000000
MAXIMIZ SARL,31/08/2012,DAKAR CITE TACO VILLA N°356,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/maximiz-sarl, SNDKR2012B12243,1000000
DANTILA TECHNOLOGIES SARL,06/09/2012,DAKAR YOFF TONGHOR ROUTE DE L...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/dantila-technologies-sarl, SNDKR2012B12627,1000000
JPJS SARL,06/09/2012,ROUTE DE NGOR ALMADIES EN...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/jpjs-sarl, SNDKR2012B12626,1000000
FA TRADE SUARL,06/09/2012,DAKAR UNITE 11 VILLA N°378...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/fa-trade-suarl, SNDKR2012B12634,1000000
LAC ROSE TRADING SUARL,03/09/2012,DAKAR 18 BIS AVENUE DU...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/lac-rose-trading-suarl, SNDKR2012B12346,2000000
NDINDY AFRICA TRADING SUARL,03/09/2012,DAKAR 5-1 HLM FASS PAILLOTTE,S.U.A.R.L,INDUSTRIE CULTURELLE,http://www.creationdentreprise.sn/ndindy-africa-trading-suarl, SNDKR2012B12339,1000000
ENERGIES ET INFRASTRUCTURES DU SAHEL SUARL - E.I.S. SUARL,03/09/2012,PARCELLES ASSAINIES UNITE 22...,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/energies-et-infrastructures-du-sahel-suarl-eis-suarl, SNDKR2012B12343,1000000
AGAVEX SARL,03/09/2012,YOFF RANRHAR ROUTE DE L&#039;...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ELEVAGE,http://www.creationdentreprise.sn/agavex-sarl, SNDKR2012B12344,1000000
DUBSEN TRADING SUARL,04/09/2012,DAKAR HANN PLAGE VILLA N°1...,S.U.A.R.L,AGRICULTURE,http://www.creationdentreprise.sn/dubsen-trading-suarl, SNDKR2012B12417,1500000
SOCIETE SENEGALAISE DE SERVICES ET DE DEVELOPPEMENT INDUSTRIEL ET COMMERCIAL SA,03/09/2012,DAKAR FENETRE MERMOZ N°100,SOCIETE ANONYME (S.A),COMMERCE,http://www.creationdentreprise.sn/societe-senegalaise-de-services-et-de-developpement-industriel-et-commercial-sa, SNDKR2012B12340,10000000
BILOSA SUARL,03/09/2012,DAKAR 18 BIS AVENUE LAMINE...,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/bilosa-suarl, SNDKR2012B12347,2000000
SOCEQUIP AFRIQUE SARL,07/09/2012,DAKAR YOFF LAYENE EN FACE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/socequip-afrique-sarl, SNDKR2012B12691,1000000
PIS IMMOBILIER SUARL,05/09/2012,DAKAR SACRE COEUR 3 LIBERTE 6...,S.U.A.R.L,,http://www.creationdentreprise.sn/pis-immobilier-suarl, SNDKR2012B12545,1000000
COMPAGNIE D&#039;INITIATIVES ET DE CONSULTATIONS INTERNATIONALES SARL - C.I.C.I. SARL,05/09/2012,DAKAR 4615 AMITIE 3,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/compagnie-dinitiatives-et-de-consultations-internationales-sarl-cici-sarl, SNDKR2012B12538,1000000
NOUVEL HORIZON IMMOBILIER SARL - N.H.I. SARL,07/09/2012,01 ENTREE VDN x BOURGUIBA,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/nouvel-horizon-immobilier-sarl-nhi-sarl, SNDKR2012B12689,1000000
SOCIETE COMMERCIALE DE FERRAILLE SARL - SOCOFER SARL,04/09/2012,4 LOTISSEMENT KEUR GORGUI...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/societe-commerciale-de-ferraille-sarl-socofer-sarl, SNDKR2012B12422,1000000
CREADHESIF SARL,04/09/2012,DAKAR 78 CITE ISRA 2 HANN...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/creadhesif-sarl, SNDKR2012B12419,1000000
MADI@SHOP SARL,03/09/2012,DAKAR 13 FANN MERMOZ EN FACE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/madishop-sarl, SNDKR2012B12342,1000000
DNT SARL,03/09/2012,CITE EL AMAL PATTE D&#039;OIE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/dnt-sarl, SNDKR2012B12349,1000000
